ENTREZID	SYMBOL	length	sample1	sample2	sample3
8242	KDM5C	15645	552	192	910
8243	SMC1A	11230	1742	269	3420
825	CAPN3	13402	8	31	17
826	CAPNS1	7261	206	132	262
8260	NAA10	9349	587	58	747
8263	F8A1	3472	195	133	321
8266	UBL4A	5881	899	144	1094
8269	TMEM187	2650	20	14	32
8270	LAGE3	1419	202	30	219
8273	SLC10A3	8794	325	128	469
8277	TKTL1	4708	3	35	8
828	CAPS	7923	8	37	12
8289	ARID1A	22759	334	153	469
829	CAPZA1	5164	4379	1179	6207
8291	DYSF	9906	3	2	7
8292	COLQ	7741	11	60	15
8294	HIST1H4I	1294	10	12	10
8295	TRRAP	15320	155	120	197
830	CAPZA2	10223	2186	467	2424
8301	PICALM	12253	271	127	411
8302	KLRC4	930	2	6	0
8303	SNN	3312	106	52	106
8309	ACOX2	6795	4	7	6
831	CAST	22441	470	341	698
8310	ACOX3	4971	329	39	701
8312	AXIN1	9865	110	90	64
8313	AXIN2	11653	47	53	70
8314	BAP1	11455	458	98	449
8315	BRAP	5515	365	201	552
8317	CDC7	4377	470	73	443
8318	CDC45	4778	944	2	1272
832	CAPZB	5790	1161	680	1682
8320	EOMES	7299	27	96	178
8322	FZD4	7383	2	1	4
8323	FZD6	10733	154	40	246
8329	HIST1H2AI	503	44	3	72
833	CARS	29560	916	206	1265
8331	HIST1H2AJ	387	105	3	123
8336	HIST1H2AM	393	31	5	42
8338	HIST2H2AC	390	53	22	60
8339	HIST1H2BG	1534	5	14	6
83394	PITPNM3	15924	9	4	3
834	CASP1	6691	179	350	325
8341	HIST1H2BN	1723	14	9	13
83416	FCRL5	16690	2	16	1
83417	FCRL4	4935	9	19	6
8343	HIST1H2BF	1196	27	8	28
83440	ADPGK	14399	858	160	1308
83442	SH3BGRL3	3914	2281	1746	3064
83443	SF3B5	693	784	178	984
83444	INO80B	4066	15	7	25
83445	GSG1	6208	2	18	3
83447	SLC25A31	1841	4	8	5
83448	PUS7L	19870	519	87	479
83449	PMFBP1	8267	9	8	6
8345	HIST1H2BH	2060	28	0	43
83450	DRC3	13523	7	1	7
83451	ABHD11	6421	102	16	151
83452	RAB33B	4562	110	87	140
83460	EMC6	1415	135	19	167
83461	CDCA3	13324	344	4	473
83463	MXD3	7325	51	5	56
83464	APH1B	7032	43	54	86
83468	GLT8D2	5264	7	18	8
8347	HIST1H2BC	571	10	3	10
83473	KATNAL2	6161	8	17	10
83475	DOHH	4833	311	35	427
83478	ARHGAP24	12492	22	26	4
83479	DDX59	6772	182	103	176
83480	PUS3	3301	240	32	246
83481	EPPK1	16002	4	102	6
8349	HIST2H2BE	2194	9	28	51
835	CASP2	14402	832	278	965
8351	HIST1H3D	2150	43	8	58
83538	TTC25	4779	3	2	6
83539	CHST9	15087	6	12	1
83540	NUF2	5877	432	31	591
83541	FAM110A	3919	34	27	69
83544	DNAL1	11775	50	45	59
83548	COG3	6760	362	155	471
83549	UCK1	4853	260	62	313
8357	HIST1H3H	1237	8	3	4
83590	TMUB1	5285	186	77	264
83591	THAP2	7160	114	52	126
83592	AKR1E2	4154	9	14	13
83593	RASSF5	19219	3313	1373	4834
83594	NUDT12	5646	93	8	28
83596	BCL2L12	3940	160	11	252
836	CASP3	5739	1093	95	1583
83604	TMEM47	4054	1	10	9
83605	CCM2	17691	486	366	501
83606	GUCD1	15044	958	136	1134
83607	AMMECR1L	8330	349	72	410
83608	C18orf21	3896	109	32	156
8362	HIST1H4K	312	22	14	19
83636	C19orf12	12896	432	87	432
83637	ZMIZ2	17973	281	111	351
83638	C11orf68	3178	78	81	114
8364	HIST1H4C	435	2307	301	2411
83641	FAM107B	23781	2422	1330	3169
83642	SELENOO	3031	134	30	216
83648	FAM167A	10166	10	0	5
83658	DYNLRB1	2916	277	179	538
83659	TEKT1	5130	2	5	7
83660	TLN2	19151	14	27	21
83666	PARP9	12450	1316	259	1927
83667	SESN2	3453	167	53	251
8367	HIST1H4E	1487	26	15	35
83690	CRISPLD1	6292	6	37	3
83692	CD99L2	10672	85	83	136
83693	HSDL1	5865	232	67	293
83694	RPS6KL1	21863	22	8	30
83695	RHNO1	8774	414	93	620
83696	TRAPPC9	5482	132	79	181
83697	SLC4A9	5757	4	11	0
83698	CALN1	18966	5	16	1
83699	SH3BGRL2	4653	13	20	11
837	CASP4	11138	247	230	551
83700	JAM3	9221	123	47	207
83706	FERMT3	6163	2141	513	2967
83707	TRPT1	7784	80	40	164
83714	NRIP2	3526	6	23	14
83716	CRISPLD2	10818	3	21	8
83719	YPEL3	8624	36	292	55
8372	HYAL3	4581	39	9	65
83732	RIOK1	4233	1047	113	968
83733	SLC25A18	7184	4	0	7
83734	ATG10	7922	66	55	126
83737	ITCH	11715	511	211	710
83742	MARVELD1	5099	25	4	25
83743	GRWD1	6332	1371	96	1821
83744	ZNF484	6766	74	76	90
83746	L3MBTL2	10555	528	116	722
83752	LONP2	12474	749	378	1167
83759	RBM4B	6488	205	46	264
83786	FRMD8	8392	600	249	722
83787	ARMC10	12568	540	133	558
8379	MAD1L1	9832	200	185	320
838	CASP5	2478	2	12	2
83850	ESYT3	4407	2	27	12
83851	SYT16	17494	20	40	9
83852	SETDB2	9784	108	58	103
83853	ROPN1L	3024	2	2	1
83854	ANGPTL6	3027	8	0	16
83855	KLF16	4728	46	7	30
83856	FSD1L	11835	32	29	108
83857	TMTC1	20546	12	72	15
83858	ATAD3B	10699	1150	72	1851
83860	TAF3	4872	235	114	332
83861	RSPH3	9268	53	34	67
83862	TMEM120A	6509	67	47	145
83871	RAB34	11036	177	12	85
83872	HMCN1	19625	29	114	27
83874	TBC1D10A	13592	62	130	105
83875	BCO2	14813	11	29	3
83876	MRO	14287	11	47	5
83877	TM2D2	8001	222	56	312
83879	CDCA7	7981	533	26	1010
83888	FGFBP2	1614	0	8	4
83889	WDR87	18120	12	24	8
83890	SPATA9	5220	4	9	8
83891	SNX25	6464	295	104	467
83892	KCTD10	18875	804	132	1143
83893	SPATA16	2106	6	25	7
83894	TTC29	5258	6	9	4
839	CASP6	5170	218	100	258
8390	OR1G1	998	3	10	4
83903	HASPIN	2797	134	0	206
83930	STARD3NL	6836	529	91	723
83931	STK40	9768	722	204	1200
83932	SPRTN	9660	211	44	287
83933	HDAC10	18246	58	42	64
83935	NA	2613	1	10	0
83937	RASSF4	13037	11	8	40
83938	LRMDA	9314	6	30	10
83939	EIF2A	6924	1033	182	1289
8394	PIP5K1A	13693	1469	102	1602
83940	TATDN1	7730	327	77	421
83941	TM2D1	9083	265	100	330
83943	IMMP2L	6220	61	43	80
8395	PIP5K1B	6026	20	29	20
83953	FCAMR	7939	4	12	5
8396	PIP4K2B	13086	369	173	377
8398	PLA2G6	13027	22	82	33
83982	IFI27L2	6206	77	18	163
83983	TSSK6	1467	6	8	9
83985	SPNS1	13593	204	62	388
83986	FAM234A	10426	145	97	130
83988	NCALD	21877	79	154	337
83989	FAM172A	7295	131	161	156
83990	BRIP1	8653	202	22	321
83992	CTTNBP2	13221	8	24	6
83998	REG4	4741	5	12	1
83999	KREMEN1	9269	6	15	6
840	CASP7	8051	284	118	547
84000	TMPRSS13	8947	2	12	11
84002	B3GNT5	13862	768	21	560
8402	SLC25A11	4671	579	98	947
84033	OBSCN	33135	30	22	35
84034	EMILIN2	7905	243	44	320
8404	SPARCL1	7435	3	26	3
8405	SPOP	11654	589	214	810
84056	KATNAL1	8949	67	46	139
84057	MND1	2213	117	7	135
84058	WDR54	7739	253	74	545
84059	ADGRV1	26863	48	119	32
8406	SRPX	3757	1	4	4
84060	RBM48	6200	208	99	310
84061	MAGT1	10278	726	244	993
84062	DTNBP1	7938	148	65	204
84064	HDHD2	6477	241	115	320
84065	TMEM222	10212	289	96	349
84067	FAM160A2	7063	110	75	171
84068	SLC10A7	10869	159	104	203
8407	TAGLN2	3092	3073	1757	4037
84071	ARMC2	5363	14	49	26
84073	MYCBPAP	9610	9	16	8
84074	QRICH2	6259	11	18	13
84077	C3orf20	4437	4	12	9
84078	KBTBD7	4734	87	19	115
84079	ANKRD27	9090	660	181	852
8408	ULK1	11191	14	22	15
84080	ENKD1	4815	24	4	31
84081	NSRP1	11436	196	36	281
84083	ZRANB3	16466	96	65	95
84084	RAB6C	3075	42	20	49
84085	FBXO30	9009	309	26	532
8409	UXT	2430	474	142	545
841	CASP8	12219	357	909	596
84100	ARL6	7362	111	43	194
84101	USP44	7681	64	36	72
84102	SLC41A2	5131	44	38	94
84103	C4orf17	4083	7	35	8
84105	PCBD2	6860	49	51	67
84108	PCGF6	4393	196	45	221
8411	EEA1	10855	236	91	240
8412	BCAR3	7877	26	27	49
84124	ZNF394	7442	210	221	292
84125	LRRIQ1	9084	7	25	5
84126	ATRIP	8734	173	61	294
84128	WDR75	6762	2042	132	2558
84131	CEP78	20333	457	182	584
84132	USP42	9726	239	102	276
84134	TOMM40L	10022	180	33	263
84135	UTP15	10321	913	114	1084
84138	SLC7A6OS	10507	107	55	151
84140	FAM161A	9263	61	9	87
84141	EVA1A	6882	1	11	3
84142	ABRAXAS1	12144	75	62	83
84144	SYDE2	7816	54	28	45
84146	ZNF644	16266	534	249	645
84148	KAT8	6995	193	89	247
84153	RNASEH2C	7043	412	89	458
84154	RPF2	4738	1163	52	1396
84159	ARID5B	10367	575	273	1158
8416	ANXA9	2048	4	10	5
84162	KIAA1109	25865	208	366	308
84163	GTF2IRD2	8756	27	63	31
84164	ASCC2	10828	730	249	1123
84166	NLRC5	22827	832	1236	1142
84167	C19orf44	7548	31	12	40
84168	ANTXR1	9627	8	34	17
8417	STX7	16773	258	206	451
84171	LOXL4	3653	2	10	2
84172	POLR1B	17125	1982	126	2175
84173	ELMOD3	16314	154	150	237
84174	SLA2	4353	199	41	167
84181	CHD6	17517	71	182	109
84182	MINDY4	8314	21	5	7
84186	ZCCHC7	7212	183	139	243
84187	TMEM164	12153	8	7	24
84188	FAR1	8666	868	119	1033
84189	SLITRK6	4318	4	18	5
8419	BFSP2	3703	0	8	1
84190	METTL25	6322	84	50	83
84193	SETD3	9255	830	216	1067
84196	USP48	14150	740	296	1187
84197	POMK	3166	72	12	90
842	CASP9	9291	53	35	111
8420	SNHG3	5000	380	80	665
84203	TXNDC2	9802	4	21	6
84206	MEX3B	3528	0	1	0
84210	ANKRD20A1	5921	5	19	8
84215	ZNF541	8956	5	2	4
84216	TMEM117	7802	20	30	26
84217	ZMYND12	3387	4	7	7
84219	WDR24	4937	240	43	373
84220	RGPD5	15313	23	11	22
84221	SPATC1L	5964	3	0	56
84222	TMEM191A	5116	2	27	5
84223	IQCG	11150	128	44	386
84224	NBPF3	11948	40	45	81
84226	C2orf16	6199	7	4	6
84230	LRRC8C	10180	1078	264	1376
84231	TRAF7	5633	262	33	227
84232	MAF1	4017	708	436	985
84233	TMEM126A	2675	412	49	422
84236	RHBDD1	15160	275	161	475
84239	ATP13A4	9869	15	44	11
8424	BBOX1	5810	1	2	1
84240	ZCCHC9	8673	180	83	309
84243	ZDHHC18	6876	365	89	449
84245	MRI1	5604	240	176	342
84246	MED10	2714	612	190	596
84247	RTL6	5495	176	112	212
84248	FYTTD1	9964	673	366	875
8425	LTBP4	16852	317	138	537
84250	SLF1	9280	126	55	150
84251	SGIP1	17889	14	24	2
84253	GARNL3	14171	29	46	35
84254	CAMKK1	7790	43	15	33
84255	SLC37A3	17408	616	139	643
84256	FLYWCH1	18953	292	113	389
84259	DCUN1D5	6160	973	34	1108
84260	TCHP	9639	167	127	313
84261	FBXW9	3512	69	14	96
84262	PSMG3	2935	246	40	388
84263	HSDL2	5755	225	82	385
84264	HAGHL	11859	37	10	34
84265	POLR3GL	4340	87	139	164
84266	ALKBH7	1893	34	34	60
84267	C9orf64	4414	483	16	466
84268	RPAIN	10881	447	129	533
84269	CHCHD5	4689	94	31	138
8427	ZNF282	5364	45	4	88
84270	CARD19	7731	209	67	291
84271	POLDIP3	9053	888	260	1116
84272	YIPF4	13187	625	188	728
84273	NOA1	3415	262	94	293
84274	COQ5	4417	237	54	373
84275	SLC25A33	3854	485	24	518
84276	NICN1	8017	44	35	66
84277	DNAJC30	2485	49	29	59
84278	MFSD14C	1344	101	65	141
84279	PRADC1	2023	108	40	96
8428	STK24	20221	1005	325	1210
84280	BTBD10	7707	368	65	459
84281	C2orf88	8767	8	32	9
84282	RNF135	6599	78	42	85
84283	TMEM79	6254	104	14	106
84284	NTPCR	18671	205	63	248
84285	EIF1AD	7000	414	72	544
84286	TMEM175	10612	51	64	86
84287	ZDHHC16	9959	661	91	809
84288	EFCAB2	13523	23	12	36
84289	ING5	10241	336	159	430
84292	WDR83	5893	67	20	122
84294	UTP23	8155	295	58	344
84295	PHF6	15210	1748	163	1779
84296	GINS4	11294	208	12	330
84298	LLPH	8705	441	94	582
84299	MIEN1	3116	285	100	361
843	CASP10	17533	88	95	131
84300	UQCC2	1861	325	29	480
84301	DDI2	14576	354	75	477
84302	TMEM246	5539	9	15	7
84303	CHCHD6	4519	53	13	90
84304	NUDT22	5977	171	55	311
84305	PYM1	5624	189	109	329
84306	PDCD2L	3669	264	24	250
84307	ZNF397	13579	79	82	116
84309	NUDT16L1	5263	199	111	241
84310	C7orf50	8392	241	58	351
84311	MRPL45	4828	604	30	675
84312	BRMS1L	5337	148	31	214
84313	VPS25	3808	422	77	680
84314	TMEM107	7954	57	39	114
84315	MON1A	8692	126	75	184
84316	NAA38	3068	280	51	266
84317	CCDC115	1646	199	230	283
84318	CCDC77	7573	110	15	187
84319	CMSS1	5343	410	53	530
84320	ACBD6	2627	286	76	391
84321	THOC3	6689	572	96	480
84324	SARNP	4532	20	30	31
84326	METTL26	6890	288	80	445
84327	ZBED3	7146	6	31	16
84328	LZIC	4290	126	72	252
84329	HVCN1	6446	66	32	68
84330	ZNF414	4805	37	27	51
84331	MCRIP2	5602	203	23	218
84332	DYDC2	3600	3	1	0
84333	PCGF5	14815	1114	523	1219
84334	APOPT1	8471	116	28	158
84335	AKT1S1	10641	117	16	106
84336	TMEM101	4872	191	21	230
84337	ELOF1	7090	283	54	474
8434	RECK	6659	60	119	114
84340	GFM2	7531	600	48	905
84342	COG8	8743	292	96	397
84343	HPS3	9957	436	216	527
8435	SOAT2	2578	2	5	1
84364	ARFGAP2	11876	679	383	1073
84365	NIFK	4586	1715	87	1704
8437	RASAL1	9850	3	2	1
84376	HOOK3	15857	474	232	618
8438	RAD54L	5578	575	10	790
8439	NSMAF	9895	989	350	1101
8440	NCK2	5275	704	456	722
84417	C2orf40	2905	5	4	5
84418	CYSTM1	2572	128	34	240
8443	GNPAT	4322	855	208	972
84433	CARD11	5525	584	233	664
84436	ZNF528	12546	25	76	43
84437	MSANTD4	6323	207	38	252
8444	DYRK3	8622	150	6	204
84440	RAB11FIP4	17257	206	168	270
84441	MAML2	9944	212	126	269
84443	FRMPD3	14416	1	15	7
84444	DOT1L	14854	349	9	286
84445	LZTS2	8422	89	62	111
84447	SYVN1	12420	82	39	75
84449	ZNF333	14736	80	81	137
8445	DYRK2	13077	502	444	530
84450	ZNF512	9659	280	259	373
84451	MAP3K21	11033	60	28	170
84455	EFCAB7	6910	65	29	117
84456	L3MBTL3	13368	39	37	44
84457	PHYHIPL	5732	3	10	3
84458	LCOR	21307	125	136	229
8446	DUSP11	4194	470	145	622
84460	ZMAT1	16441	3	51	9
84461	NEURL4	12213	53	22	88
84464	SLX4	11262	62	9	86
84465	MEGF11	21140	15	9	7
84466	MEGF10	10831	6	19	4
84467	FBN3	9362	2	7	8
8449	DHX16	35151	988	207	1279
84498	FAM120B	16524	257	207	529
845	CASQ2	2894	4	17	4
8450	CUL4B	8809	482	315	603
84501	SPIRE2	10575	7	6	9
84503	ZNF527	10837	35	33	46
8451	CUL4A	12925	1663	449	1962
84513	PLPP5	7939	135	99	283
84514	GHDC	8005	134	28	151
84515	MCM8	9266	110	47	146
84516	DCTN5	13459	813	139	922
84517	ACTRT3	2005	44	6	61
84519	ACRBP	5499	4	2	2
8452	CUL3	16409	1228	283	1459
84520	GON7	3104	252	46	227
84522	JAGN1	2717	452	59	564
84524	ZC3H8	9780	228	70	252
84525	HOPX	6654	313	67	534
84527	ZNF559	17707	50	119	79
84529	C15orf41	16134	128	84	153
8453	CUL2	8125	984	156	1127
84532	ACSS1	11713	88	341	196
84536	LINC01547	3112	26	1	21
84539	MCHR2	2945	7	15	7
8454	CUL1	4726	1625	277	1993
84541	KBTBD8	6950	546	31	794
84542	KIAA1841	15431	47	51	73
84545	MRPL43	7132	288	115	418
84547	PGBD1	3100	17	12	26
84548	TMEM185A	10742	64	34	114
84549	MAK16	5573	1588	115	1671
8455	ATRN	9163	107	67	144
84553	FAXC	13512	9	22	8
84557	MAP1LC3A	2431	1	0	4
84561	SLC12A8	12752	20	13	10
84570	COL25A1	11027	14	41	9
84572	GNPTG	6596	76	97	132
8458	TTF2	13234	579	103	834
8459	TPST2	9538	222	224	366
846	CASR	7552	10	4	14
8460	TPST1	4066	30	5	34
84612	PARD6B	4914	81	37	115
84614	ZBTB37	23448	103	103	104
84617	TUBB6	10849	16	4	52
84619	ZGPAT	7046	63	76	130
8462	KLF11	5253	40	26	63
84620	ST6GAL2	13347	8	10	4
84622	ZNF594	5092	72	10	100
84624	FNDC1	7894	11	15	7
84626	KRBA1	8516	15	6	23
84628	NTNG2	9028	1	14	2
84629	TNRC18	18067	21	20	27
84632	AFAP1L2	8057	7	14	10
84634	KISS1R	2835	21	7	39
84636	GPR174	1258	40	50	70
8464	SUPT3H	7780	87	45	172
84640	USP38	10777	864	217	1057
84641	MFSD14B	5412	1247	217	1830
84649	DGAT2	13616	33	19	28
84650	EBPL	2957	221	34	252
84656	GLYR1	9246	855	202	1066
84657	LINC00852	2655	6	12	5
84658	ADGRE3	3793	12	24	4
84659	RNASE7	2420	1	15	2
84660	CCDC62	7619	5	10	9
84661	DPY30	631	255	84	354
84665	MYPN	10892	12	23	13
84668	FAM126A	22209	485	129	607
84669	USP32	10417	192	102	228
8467	SMARCA5	8815	3214	560	4095
84671	ZNF347	16869	34	42	70
84674	CARD6	4757	43	38	67
84675	TRIM55	5746	2	18	3
84676	TRIM63	2962	3	7	4
84678	KDM2B	22369	299	90	287
84679	SLC9A7	13693	256	25	236
8468	FKBP6	4543	5	4	1
84680	ACCS	10607	20	50	35
84681	HINT2	4473	163	25	250
84687	PPP1R9B	4596	12	15	8
84691	FAM71F1	5756	7	8	5
84693	MCEE	2211	72	28	80
84695	LOXL3	9571	36	2	23
84698	CAPS2	11183	11	39	13
847	CAT	4859	210	268	366
8470	SORBS2	32049	28	54	21
84700	MYO18B	13332	11	14	12
84705	GTPBP3	16060	214	43	292
84706	GPT2	11798	207	10	334
84707	BEX2	3152	59	66	70
84708	LNX1	8673	12	9	13
84717	HDGFL2	7302	259	106	319
84720	PIGO	18452	308	84	556
84722	PSRC1	8065	40	4	66
84725	PLEKHA8	18370	113	73	155
84726	PRRC2B	18697	499	357	548
84727	SPSB2	4140	21	14	36
8473	OGT	13206	1388	938	2508
84733	CBX2	6118	19	0	35
84735	CNDP1	9255	5	16	9
84747	UNC119B	4775	161	37	155
84749	USP30	10256	81	46	135
84750	FUT10	11824	96	44	109
84752	B3GNT9	2917	26	28	43
84759	PCGF1	4289	120	25	216
8476	CDC42BPA	22342	54	27	51
84765	ZNF577	14938	23	57	25
84766	CRACR2A	16091	218	100	299
84769	MPV17L2	4494	275	13	313
8477	GPR65	4522	240	158	337
84775	ZNF607	10558	67	36	88
84777	DLGAP1-AS2	2261	2	3	8
84787	KMT5C	8882	24	15	33
8479	HIRIP3	7736	278	63	430
84790	TUBA1C	8558	4387	145	5785
84791	LINC00467	4859	14	15	20
84792	FAM220A	5884	19	9	17
84795	PYROXD2	4372	5	43	8
84798	C19orf48	11327	968	36	1304
8480	RAE1	7809	887	106	1107
84803	GPAT3	5920	43	21	120
84804	MFSD9	4049	130	64	192
84807	NFKBID	4188	507	12	657
8481	OFD1	7067	157	213	328
84811	BUD13	3133	374	52	428
84812	PLCD4	13593	16	10	25
84815	MGC12916	1652	28	10	58
84816	RTN4IP1	2698	82	22	145
84817	TXNDC17	5318	555	47	687
84818	IL17RC	15286	8	20	12
8482	SEMA7A	7201	160	0	154
84820	POLR2J4	8015	56	38	77
84823	LMNB2	6985	1262	54	1636
84824	FCRLA	8792	1	9	2
8483	CILP	5695	5	3	4
84830	ADTRP	7185	179	41	171
84836	ABHD14B	10249	251	131	370
84838	ZNF496	14994	53	30	67
84842	HPDL	1629	356	0	306
84844	PHF5A	1524	302	27	324
84851	TRIM52	6959	67	198	87
84852	ATP1A1-AS1	3396	8	18	9
84859	LRCH3	16760	311	264	487
84861	KLHL22	6770	36	79	93
84864	RIOX2	11649	544	147	679
84865	CCDC142	10007	100	18	151
84866	TMEM25	21119	69	55	120
84868	HAVCR2	5656	234	17	982
84869	CBR4	7399	229	68	241
8487	GEMIN2	4612	140	35	194
84870	RSPO3	3637	2	13	3
84871	AGBL4	8217	13	24	12
84872	ZC3H10	10068	85	19	139
84873	ADGRG7	6398	7	25	6
84874	ZNF514	11378	34	22	47
84875	PARP10	13607	623	406	1301
84876	ORAI1	4486	504	414	732
84878	ZBTB45	4881	59	13	85
84879	MFSD2A	6905	427	1	457
84881	RPUSD4	8848	401	63	472
84883	AIFM2	7965	287	20	471
84885	ZDHHC12	5055	231	45	350
84886	C1orf198	10449	136	26	199
84888	SPPL2A	9638	924	275	1337
84889	SLC7A3	3112	1	1	0
84890	ADO	3627	89	3	71
84892	POMGNT2	5075	157	26	217
84895	MIGA2	10990	233	128	286
84896	ATAD1	4640	1011	273	1200
84897	TBRG1	16362	292	141	379
84898	PLXDC2	13222	12	22	9
84899	TMTC4	9770	63	47	192
8490	RGS5	19685	37	55	49
84900	RNFT2	11073	34	29	34
84901	NFATC2IP	9704	502	185	758
84902	CEP89	11331	144	59	205
84904	ARHGEF39	11266	147	4	236
84905	ZNF341	6131	57	14	60
84908	FAM136A	6553	1642	89	1650
84909	C9orf3	14265	50	26	101
8491	MAP4K3	11008	66	41	99
84910	TMEM87B	5794	290	168	377
84911	ZNF382	19608	37	82	102
84912	SLC35B4	8067	339	45	457
84914	ZNF587	16845	147	93	182
84915	FAM222A	6482	8	2	19
84916	UTP4	8379	2332	148	2941
84918	LRP11	4623	91	20	98
84919	PPP1R15B	5227	950	125	1203
8492	PRSS12	6392	6	23	6
84920	ALG10	6917	92	22	117
84922	FIZ1	8897	66	19	78
84923	FAM104A	5086	361	192	522
84924	ZNF566	16523	58	49	87
84925	DIRC2	4534	36	23	48
84926	SPRYD3	5220	318	209	480
84928	TMEM209	5959	736	196	1154
8493	PPM1D	7279	258	58	260
84930	MASTL	4894	663	25	970
84932	RAB2B	5853	134	89	199
84933	C8orf76	3672	126	16	150
84934	RITA1	4764	329	47	374
84935	MEDAG	2601	3	4	2
84936	ZFYVE19	11597	245	68	358
84937	ZNRF1	12044	152	31	383
84938	ATG4C	3549	163	39	272
84939	MUM1	17629	211	64	378
84940	CORO6	16466	77	11	90
84941	HSH2D	8278	268	45	385
84942	WDR73	23064	301	135	428
84944	MAEL	5036	1	11	7
84945	ABHD13	5338	208	152	306
84946	LTV1	1847	830	66	941
84947	SERAC1	13019	107	35	203
8495	PPFIBP2	15589	46	26	44
84950	PRPF38A	6701	902	276	1156
84952	CGNL1	7801	4	37	12
84953	MICALCL	3387	8	4	12
84954	MPND	3877	25	10	30
84955	NUDCD1	5462	867	82	1141
84957	RELT	13378	190	31	278
84958	SYTL1	9723	22	515	70
84959	UBASH3B	10493	262	183	325
8496	PPFIBP1	16309	146	68	135
84960	CCDC183	11611	23	24	33
84961	FBXL20	13196	104	69	146
84962	AJUBA	10612	9	20	6
84964	ALKBH6	12650	148	58	258
84967	LSM10	2257	362	88	502
84969	TOX2	5037	3	12	19
8497	PPFIA4	20615	9	12	56
84971	ATG4D	6773	135	74	205
84973	SNHG7	4945	97	23	119
84975	MFSD5	5543	409	84	531
84976	DISP1	7574	57	60	54
84978	FRMD5	16722	47	27	64
8498	RANBP3	11934	104	32	118
84981	MIR22HG	19220	11	16	29
84984	CEP19	3373	58	26	119
84985	FAM83A	9985	0	8	1
84986	ARHGAP19	14558	302	67	428
84987	COX14	3037	326	155	359
84988	PPP1R16A	8424	91	29	170
8499	PPFIA2	17716	17	30	15
84991	RBM17	10873	1682	326	2437
84992	PIGY	1361	1285	475	1357
84993	UBL7	3080	374	83	510
84996	URB1-AS1	831	24	6	22
8500	PPFIA1	19260	388	120	500
85007	PHYKPL	15918	272	300	374
8501	SLC43A1	5741	101	44	186
85012	TCEAL3	4320	15	7	22
85013	TMEM128	2548	306	99	402
85014	TMEM141	2818	108	22	116
85015	USP45	17378	241	47	352
85019	TMEM241	8867	192	26	247
8502	PKP4	16966	64	42	84
85021	REPS1	17497	608	163	871
85025	TMEM60	1023	99	48	147
85026	ARRDC1-AS1	2833	98	33	119
85027	SMIM3	2332	486	21	446
85028	SNHG12	9184	128	22	145
8503	PIK3R3	15020	23	32	64
8504	PEX3	4867	506	99	758
8505	PARG	7937	363	132	465
8506	CNTNAP1	7588	3	9	7
8507	ENC1	11434	12	11	11
8508	NIPSNAP1	3737	149	118	352
8509	NDST2	10026	468	207	612
8514	KCNAB2	17638	816	306	737
8515	ITGA10	8846	18	16	15
8516	ITGA8	7908	15	34	19
8517	IKBKG	5626	119	75	198
8518	ELP1	6777	1036	230	1392
8519	IFITM1	2189	2565	1832	2725
8520	HAT1	9252	1482	154	1896
8521	GCM1	2765	6	14	2
8522	GAS7	20300	9	13	3
85235	HIST1H2AH	387	39	3	67
85236	HIST1H2BK	381	21	12	42
8525	DGKZ	22643	491	493	468
8526	DGKE	16401	455	48	523
8527	DGKD	16959	436	218	412
8528	DDO	2130	5	1	9
8530	CST7	930	160	147	125
85301	COL27A1	19257	23	9	25
85302	FBF1	13295	52	39	97
8531	YBX3	14423	862	10	854
85313	PPIL4	3173	365	74	421
85315	PAQR8	9975	125	136	104
85320	ABCC11	8720	14	25	9
8533	COPS3	6691	1382	200	1691
8535	CBX4	4083	27	72	46
85359	DGCR6L	2406	188	134	230
8536	CAMK1	4748	143	12	284
85363	TRIM5	12052	401	77	337
85364	ZCCHC3	3354	127	44	139
85365	ALG2	6473	425	156	506
85369	STRIP1	11137	441	168	508
8537	BCAS1	10529	19	30	33
85376	RIMBP3	6105	3	7	6
85377	MICALL1	8805	86	29	84
85378	TUBGCP6	15898	379	445	602
85379	KIAA1671	26337	295	26	337
8539	API5	8319	4012	658	4805
85395	FAM207A	2211	116	7	118
8540	AGPS	9007	1210	236	1523
85403	EAF1	5207	306	74	441
85406	DNAJC14	8230	444	94	617
85407	NKD1	9225	7	3	7
85413	SLC22A16	6015	7	7	5
85415	RHPN2	7006	64	16	61
85417	CCNB3	5904	8	6	8
8542	APOL1	10932	309	76	483
8543	LMO4	7101	28	27	112
85437	ZCRB1	3428	529	128	610
85439	STON2	10370	13	46	8
8544	PIR	2921	23	3	40
85440	DOCK7	17613	217	79	270
85441	HELZ2	16069	54	20	126
85443	DCLK3	5491	11	39	11
85444	LRRCC1	6267	123	21	132
85445	CNTNAP4	6604	10	25	7
8545	CGGBP1	7459	1153	645	1573
85450	ITPRIP	15237	353	74	397
85451	UNK	8079	165	83	196
85453	TSPYL5	4491	46	19	64
85455	DISP2	12949	11	4	12
85456	TNKS1BP1	12361	58	12	49
85457	CIPC	6776	216	76	287
85458	DIXDC1	15149	253	26	222
85459	CEP295	12672	181	71	299
8546	AP3B1	9605	678	221	880
85460	ZNF518B	14283	218	126	279
85461	TANC1	22054	28	30	22
85462	FHDC1	12178	3	13	1
85463	ZC3H12C	19564	8	23	53
85464	SSH2	17018	278	215	270
85465	SELENOI	16005	959	39	1160
85476	GFM1	14035	1833	221	2208
